35	10	1
35	107	1
53	92	1
61	8	1
68	12	1
91	229	1
103	27	1
115	25	1
137	7	1
153	229	1
165	187	1
194	8	1
194	12	1
233	137	1
258	27	1
263	190	1
275	28	1
275	90	1
287	44	1
28	7	1
28	10	1
35	12	1
35	140	1
41	18	1
88	24	1
88	8	1
89	68	1
115	12	1
134	227	1
136	27	1
136	93	1
142	27	1
142	43	1
143	28	1
194	10	1
258	24	1
270	91	1
270	94	1
282	83	1
288	8	1
307	177	1
315	202	1
15	83	1
43	104	1
61	10	1
68	24	1
68	11	1
68	92	1
102	154	1
103	26	1
115	8	1
137	12	1
138	13	1
142	25	1
159	7	1
206	43	1
270	24	1
275	92	1
288	10	1
290	94	1
300	92	1
28	8	1
88	92	1
89	7	1
89	43	1
136	28	1
136	89	1
136	90	1
136	92	1
137	10	1
160	18	1
258	7	1
258	11	1
270	26	1
275	42	1
296	206	1
296	207	1
308	92	1
314	92	1
35	92	1
54	92	1
88	10	1
88	12	1
102	128	1
103	28	1
103	90	1
104	112	1
137	8	1
178	228	1
194	7	1
258	89	1
275	24	1
275	25	1
275	93	1
275	94	1
275	96	1
300	94	1
309	26	1
13	213	1
26	83	1
30	27	1
35	11	1
35	89	1
42	11	1
67	112	1
89	26	1
89	42	1
115	24	1
115	10	1
115	11	1
123	94	1
136	91	1
136	94	1
142	92	1
142	203	1
160	17	1
165	188	1
188	14	1
206	203	1
240	137	1
241	149	1
263	202	1
270	25	1
270	28	1
275	27	1
288	11	1
299	89	1
309	92	1
315	204	1
52	29	1
52	42	1
88	7	1
88	89	1
103	93	1
115	7	1
128	213	1
136	26	1
142	42	1
143	89	1
155	41	1
185	89	1
196	118	1
250	247	1
258	26	1
258	43	1
268	140	1
270	27	1
270	90	1
275	91	1
288	7	1
308	7	1
308	89	1
42	12	1
103	92	1
103	94	1
143	91	1
185	90	1
194	11	1
258	93	1
258	94	1
270	92	1
270	93	1
34	93	1
35	24	1
35	139	1
42	10	1
51	128	1
68	10	1
103	91	1
125	204	1
131	104	1
142	89	1
168	219	1
206	44	1
208	177	1
258	25	1
258	28	1
258	8	1
258	12	1
258	92	1
270	89	1
275	26	1
275	89	1
288	12	1
290	93	1
300	90	1
39	78	1
42	28	1
53	94	1
61	7	1
79	92	1
88	11	1
130	112	1
137	11	1
258	10	1
261	112	1
275	45	1
