166	102	1.0
152	221	1.0
186	112	1.0
272	227	1.0
125	233	1.0
242	135	1.0
242	9	1.0
209	103	1.0
96	95	1.0
210	236	1.0
267	155	1.0
42	96	1.0
239	192	1.0
246	230	1.0
122	196	1.0
291	190	1.0
193	44	1.0
186	115	1.0
137	92	1.0
251	110	1.0
60	42	1.0
105	233	1.0
125	108	1.0
291	191	1.0
26	17	1.0
55	8	1.0
233	211	1.0
94	186	1.0
33	83	1.0
258	202	1.0
160	148	1.0
44	12	1.0
102	78	1.0
296	227	1.0
249	225	1.0
170	186	1.0
105	205	1.0
68	202	1.0
138	231	1.0
312	104	1.0
143	95	1.0
300	26	1.0
261	24	1.0
118	124	1.0
269	44	1.0
38	108	1.0
117	78	1.0
34	25	1.0
79	27	1.0
151	174	1.0
284	218	1.0
219	12	1.0
76	42	1.0
170	235	1.0
3	137	1.0
96	93	1.0
93	190	1.0
105	231	1.0
38	114	1.0
29	193	1.0
227	14	1.0
210	231	1.0
170	139	1.0
159	204	1.0
97	31	1.0
106	25	1.0
143	42	1.0
241	9	1.0
94	230	1.0
297	163	1.0
275	43	1.0
186	113	1.0
285	92	1.0
103	43	1.0
145	80	1.0
197	181	1.0
278	31	1.0
60	45	1.0
304	29	1.0
196	178	1.0
182	209	1.0
309	42	1.0
124	13	1.0
115	155	1.0
51	54	1.0
114	78	1.0
108	86	1.0
203	221	1.0
62	229	1.0
186	109	1.0
287	42	1.0
142	30	1.0
210	186	1.0
94	236	1.0
123	25	1.0
216	242	1.0
100	36	1.0
162	10	1.0
260	202	1.0
186	110	1.0
246	186	1.0
83	77	1.0
143	94	1.0
263	10	1.0
313	232	1.0
291	232	1.0
16	6	1.0
168	43	1.0
97	12	1.0
306	29	1.0
172	31	1.0
208	178	1.0
235	11	1.0
125	112	1.0
70	221	1.0
11	26	1.0
32	158	1.0
168	80	1.0
303	154	1.0
235	8	1.0
3	171	1.0
106	26	1.0
48	193	1.0
135	140	1.0
42	93	1.0
143	44	1.0
120	180	1.0
210	233	1.0
216	213	1.0
49	7	1.0
138	230	1.0
