1	1	1
1	38	0.608
1	61	0.5972
1	72	0.7927
1	85	0.6645
1	103	0.6422
1	168	0.594
1	182	0.6449
1	197	0.6398
1	229	0.5362
1	241	0.6209
1	243	0.6367
1	244	0.6053
1	250	0.6206
2	1	0.6334
2	2	1
2	4	0.6506
2	21	0.6095
2	34	0.6639
2	38	0.6073
2	40	0.6016
2	48	0.6987
2	49	0.642
2	50	0.6785
2	51	0.6506
2	54	0.6925
2	66	0.6441
2	78	0.6334
2	82	0.8213
2	83	0.8213
2	105	0.6327
2	106	0.6062
2	121	0.6347
2	127	0.6711
2	164	0.6492
2	168	0.7975
2	170	0.5982
2	178	0.6175
2	180	0.6795
2	184	0.6583
2	211	0.7648
2	219	0.6364
2	221	0.6869
2	229	0.5362
2	238	0.6506
2	245	0.7975
2	249	0.6289
2	250	0.7975
3	3	1
3	15	0.6236
3	43	0.7043
3	97	0.63
3	111	0.733
3	139	0.6062
3	155	0.6104
3	167	0.6196
3	211	0.6248
3	213	0.7217
3	242	0.6236
4	4	1
4	51	0.7031
4	121	0.6354
4	180	0.6368
4	238	0.7031
5	5	1
5	155	0.614
5	167	0.6143
5	227	0.5517
6	6	1
6	148	0.5867
6	149	0.5867
6	243	0.6978
7	6	0.5668
7	7	1
7	8	0.8325
7	10	0.7351
7	11	0.8115
7	12	0.8115
7	13	0.6875
7	19	0.6387
7	26	0.6888
7	28	0.6888
7	43	0.7136
7	45	0.7136
7	47	0.6636
7	67	0.6494
7	68	0.6896
7	71	0.574
7	75	0.6718
7	87	0.6852
7	89	0.6789
7	93	0.7136
7	95	0.6852
7	138	0.5992
7	148	0.6311
7	149	0.6305
7	215	0.6541
7	243	0.633
7	248	0.6494
8	7	0.8325
8	8	1
8	10	0.7338
8	11	0.8115
8	12	0.8115
8	13	0.6875
8	18	0.6537
8	19	0.6233
8	24	0.7038
8	25	0.7038
8	26	0.6734
8	28	0.6734
8	43	0.7136
8	44	0.7038
8	45	0.7136
8	47	0.6636
8	67	0.6494
8	68	0.6896
8	75	0.6718
8	87	0.6982
8	90	0.6982
8	91	0.6982
8	93	0.7136
8	95	0.6982
8	96	0.6982
8	140	0.6537
8	215	0.6541
8	248	0.6494
9	9	1
9	61	0.5815
9	227	0.5395
9	229	0.5722
9	243	0.6807
9	244	0.5786
10	6	0.5668
10	7	0.7351
10	8	0.7338
10	10	1
10	11	0.7351
10	12	0.7351
10	13	0.6875
10	68	0.6896
10	75	0.6718
10	148	0.5823
10	149	0.5668
10	215	0.6541
10	243	0.633
11	7	0.8115
11	8	0.8115
11	10	0.7351
11	11	1
11	12	0.8115
11	13	0.6875
11	68	0.6896
11	75	0.6718
11	215	0.6541
12	6	0.5668
12	7	0.8115
12	8	0.8115
12	9	0.612
12	10	0.7351
12	11	0.8115
12	12	1
12	13	0.6875
12	18	0.6537
12	24	0.7038
12	25	0.7038
12	26	0.7111
12	43	0.7178
12	44	0.7178
12	45	0.7038
12	67	0.6966
12	68	0.6896
12	72	0.6226
12	75	0.6718
12	87	0.6982
12	90	0.6982
12	91	0.6982
12	95	0.6982
12	96	0.6982
12	138	0.612
12	140	0.6677
12	148	0.5823
12	149	0.5668
12	156	0.6005
12	181	0.5818
12	215	0.6541
12	243	0.7166
12	248	0.6966
13	7	0.6875
13	10	0.6875
13	11	0.6875
13	13	1
13	14	0.6956
13	23	0.6165
13	68	0.6879
13	75	0.6724
13	76	0.6948
13	77	0.6948
13	215	0.6318
14	13	0.6956
14	14	1
14	43	0.7127
14	53	0.6738
14	68	0.6841
14	74	0.8141
14	75	0.8141
14	76	0.7246
14	77	0.7107
14	105	0.6468
14	126	0.6731
14	185	0.6731
14	186	0.648
14	211	0.6273
15	15	1
15	155	0.6104
15	167	0.6619
15	242	0.6236
16	6	0.5592
16	16	1
16	38	0.587
16	41	0.6377
16	42	0.621
16	52	0.6493
16	61	0.5841
16	79	0.5115
16	148	0.5691
16	149	0.5691
16	162	0.601
16	197	0.6297
16	228	0.5847
17	17	1
17	18	0.7474
17	19	0.7046
18	9	0.6009
18	17	0.7474
18	18	1
18	19	0.7487
18	23	0.6283
18	63	0.6195
18	67	0.6495
18	71	0.5932
18	119	0.5906
18	140	0.6537
18	150	0.6283
18	248	0.6495
18	249	0.6322
19	17	0.7046
19	18	0.7487
19	19	1
19	215	0.6591
20	20	1
20	41	0.6517
20	65	0.6235
20	79	0.5115
20	145	0.5986
21	21	1
21	40	0.6014
21	78	0.6153
21	82	0.6422
21	83	0.6427
21	168	0.629
21	169	0.5931
21	220	0.6159
21	245	0.6183
21	250	0.6183
22	22	1
22	131	0.6509
22	141	0.6132
22	172	0.6086
23	23	1
23	53	0.7151
23	65	0.6098
23	74	0.6311
23	105	0.6376
23	119	0.6395
23	150	0.6787
23	151	0.6535
23	153	0.5966
23	170	0.5898
24	8	0.7038
24	10	0.6624
24	11	0.6624
24	12	0.7038
24	18	0.6537
24	24	1
24	25	0.7444
24	26	0.7105
24	27	0.6994
24	28	0.6994
24	29	0.7126
24	31	0.6713
24	44	0.7038
24	45	0.7038
24	87	0.6982
24	89	0.6789
24	90	0.6982
24	91	0.6982
24	95	0.6982
24	96	0.6982
24	140	0.6537
25	8	0.7038
25	10	0.6624
25	11	0.6624
25	12	0.7038
25	18	0.6537
25	24	0.7444
25	25	1
25	26	0.704
25	27	0.6994
25	28	0.704
25	29	0.7126
25	31	0.6897
25	44	0.7038
25	45	0.7038
25	87	0.6982
25	90	0.6982
25	91	0.6982
25	95	0.6982
25	96	0.6982
25	140	0.6537
26	7	0.6888
26	10	0.6624
26	11	0.6624
26	12	0.7111
26	18	0.6495
26	19	0.6571
26	24	0.7105
26	25	0.704
26	26	1
26	27	0.7065
26	28	0.7525
26	29	0.7126
26	31	0.7036
26	43	0.7205
26	44	0.7111
26	45	0.6996
26	67	0.6611
26	89	0.6789
26	140	0.6611
26	248	0.6611
27	24	0.6994
27	25	0.6994
27	26	0.7065
27	27	1
27	28	0.713
27	29	0.7126
28	7	0.6888
28	19	0.6571
28	24	0.6994
28	25	0.704
28	26	0.7525
28	27	0.713
28	28	1
28	29	0.7126
28	31	0.7036
28	160	0.6343
29	7	0.6865
29	10	0.6865
29	11	0.6865
29	24	0.7126
29	25	0.7126
29	26	0.7126
29	27	0.7126
29	28	0.7126
29	29	1
29	31	0.7544
29	63	0.6082
29	73	0.6115
29	87	0.6865
29	89	0.6865
29	90	0.6865
29	91	0.6865
29	92	0.6865
29	93	0.6865
29	94	0.6488
29	95	0.6865
29	96	0.6865
29	139	0.6115
29	173	0.6115
29	174	0.6115
29	175	0.6115
29	183	0.6488
30	16	0.6049
30	30	1
30	32	0.6694
30	33	0.6901
30	35	0.6579
30	39	0.6135
30	59	0.6203
30	62	0.6203
30	64	0.61
30	137	0.6135
30	142	0.6731
30	161	0.625
30	177	0.6838
30	178	0.6838
30	224	0.6356
30	228	0.6292
31	19	0.6362
31	23	0.6415
31	26	0.7036
31	28	0.7036
31	29	0.7544
31	31	1
31	53	0.6677
31	93	0.6913
31	152	0.6656
31	249	0.625
32	20	0.5759
32	30	0.6694
32	32	1
32	33	0.6987
32	39	0.6135
32	59	0.6263
32	62	0.6203
32	64	0.6539
32	81	0.5738
32	84	0.67
32	137	0.6135
32	142	0.6731
32	161	0.6311
32	177	0.663
32	178	0.6829
32	223	0.5627
32	224	0.6253
33	30	0.6901
33	32	0.6987
33	33	1
33	35	0.6579
33	39	0.6135
33	59	0.6203
33	62	0.6203
33	64	0.6172
33	84	0.6457
33	137	0.6135
33	142	0.6731
33	161	0.625
33	177	0.6709
33	178	0.6709
34	2	0.6639
34	16	0.6297
34	17	0.6379
34	34	1
34	42	0.6648
34	46	0.6773
34	47	0.6634
34	52	0.6869
34	55	0.7006
34	70	0.6026
34	71	0.6269
34	80	0.6181
34	97	0.6469
34	105	0.6379
34	124	0.6653
34	138	0.5997
34	139	0.6113
34	148	0.5822
34	149	0.5822
34	178	0.6393
34	180	0.6713
34	184	0.6331
34	218	0.7002
34	222	0.6541
34	228	0.608
34	249	0.6379
35	16	0.621
35	20	0.5853
35	30	0.6579
35	32	0.6253
35	33	0.6579
35	35	1
35	37	0.6674
35	38	0.5841
35	41	0.6717
35	52	0.6349
35	59	0.6121
35	62	0.6018
35	64	0.6086
35	69	0.6541
35	98	0.6193
35	103	0.587
35	138	0.6029
35	142	0.7727
35	145	0.6491
35	146	0.5948
35	148	0.5691
35	149	0.5691
35	156	0.6259
35	165	0.6402
35	177	0.6579
35	178	0.6579
35	179	0.617
35	181	0.5695
35	197	0.6567
35	224	0.6973
35	228	0.5988
35	241	0.645
36	1	0.6355
36	36	1
36	43	0.7225
36	44	0.7225
36	46	0.7594
36	47	0.7791
36	52	0.6555
36	55	0.6794
36	56	0.6343
36	58	0.6859
36	60	0.6366
36	70	0.6115
36	97	0.6491
36	98	0.7286
36	120	0.6727
36	123	0.6309
36	129	0.7084
36	130	0.7084
36	131	0.7084
36	134	0.554
36	136	0.6644
36	138	0.6065
36	144	0.6405
36	152	0.6648
36	157	0.6128
36	158	0.6602
36	160	0.6242
36	164	0.6782
36	165	0.6782
36	177	0.6392
36	178	0.6392
36	182	0.637
36	194	0.6711
36	195	0.6743
36	196	0.5814
36	199	0.6512
36	212	0.6578
36	219	0.6182
36	223	0.6071
36	225	0.6084
36	228	0.5966
36	229	0.5371
36	237	0.6885
36	239	0.5814
37	9	0.6105
37	30	0.6229
37	32	0.6229
37	33	0.6229
37	35	0.6674
37	37	1
37	38	0.5856
37	39	0.6946
37	40	0.6127
37	41	0.6668
37	59	0.6229
37	61	0.602
37	62	0.6229
37	64	0.6514
37	69	0.6661
37	84	0.7144
37	88	0.6238
37	103	0.636
37	137	0.6682
37	138	0.602
37	166	0.6258
37	177	0.6514
37	178	0.6514
37	179	0.626
37	197	0.7537
37	224	0.6409
37	227	0.6127
37	228	0.6127
37	229	0.6127
37	241	0.6661
37	244	0.6238
38	38	1
38	79	0.5775
38	85	0.6238
38	153	0.6111
38	156	0.6069
38	179	0.6111
38	197	0.6288
38	223	0.5703
39	37	0.6946
39	39	1
39	59	0.6135
39	62	0.6135
39	69	0.604
39	137	0.6173
40	21	0.6014
40	40	1
40	79	0.5023
40	168	0.6206
40	211	0.626
40	227	0.6061
40	229	0.5884
40	245	0.6206
40	250	0.6206
41	16	0.6377
41	20	0.6517
41	21	0.6123
41	35	0.6717
41	37	0.6668
41	38	0.6236
41	39	0.61
41	41	1
41	52	0.6593
41	69	0.6145
41	78	0.6723
41	79	0.5115
41	85	0.6282
41	104	0.6142
41	128	0.5871
41	145	0.6871
41	146	0.6286
41	147	0.5919
41	154	0.6142
41	163	0.6742
41	164	0.6383
41	165	0.6383
41	179	0.7166
41	184	0.6878
41	196	0.5781
41	197	0.6639
41	223	0.5618
41	224	0.6343
42	9	0.6088
42	16	0.621
42	34	0.6648
42	42	1
42	63	0.616
42	134	0.5337
42	144	0.6349
42	155	0.6081
42	202	0.6342
42	203	0.6122
42	204	0.6444
42	210	0.6017
42	222	0.6391
42	223	0.5703
43	1	0.6322
