1	1	1
1	62	0.5126
1	85	0.5184
1	111	0.5196
1	141	0.5175
1	153	0.5141
1	205	0.5085
2	2	1
2	82	0.5344
2	83	0.5336
2	168	0.541
2	245	0.5333
2	250	0.5564
3	3	1
3	5	0.5434
3	15	0.6001
3	155	0.5467
3	213	0.8376
3	242	0.5368
4	4	1
4	51	0.9643
4	225	0.5115
4	238	0.902
5	3	0.5434
5	5	1
5	15	0.5575
5	155	0.5203
5	213	0.5455
5	242	0.5168
6	6	1
6	148	0.5305
6	149	0.5336
6	243	0.6063
7	7	1
7	8	0.7037
7	10	0.6814
7	11	0.6988
7	12	0.6888
7	26	0.5935
7	27	0.5861
7	28	0.5898
7	31	0.5771
7	43	0.5816
7	89	0.5971
7	106	0.5173
7	183	0.5568
8	7	0.7037
8	8	1
8	10	0.6626
8	11	0.7748
8	12	0.673
8	26	0.5787
8	27	0.5757
8	43	0.5778
8	47	0.5488
8	128	0.5104
8	167	0.5096
8	183	0.5605
9	9	1
10	7	0.6814
10	8	0.6626
10	10	1
10	11	0.6688
10	12	0.7317
10	183	0.5622
11	7	0.6988
11	8	0.7748
11	10	0.6688
11	11	1
11	12	0.6864
11	26	0.5782
11	27	0.5774
11	43	0.5878
11	170	0.5111
11	221	0.506
12	7	0.6888
12	8	0.673
12	10	0.7317
12	11	0.6864
12	12	1
12	148	0.5086
12	183	0.5601
12	201	0.5088
12	221	0.5083
13	13	1
13	68	0.5384
14	14	1
14	74	0.5631
14	75	0.5625
14	76	0.5638
14	77	0.5546
15	3	0.6001
15	5	0.5575
15	15	1
15	155	0.5442
15	213	0.5935
15	242	0.5391
16	9	0.5083
16	16	1
16	20	0.508
16	37	0.515
16	62	0.5133
16	64	0.509
16	129	0.5083
16	161	0.5192
16	181	0.5086
16	216	0.5126
16	248	0.5078
17	17	1
17	18	0.7061
17	19	0.7043
17	72	0.5081
17	73	0.5372
17	87	0.5917
17	103	0.5096
17	132	0.5674
17	133	0.5523
17	139	0.5536
17	140	0.5608
17	160	0.5062
17	173	0.5225
17	176	0.5245
17	198	0.5288
17	200	0.5111
17	203	0.5083
17	215	0.5733
18	9	0.5084
18	17	0.7061
18	18	1
18	19	0.7484
18	37	0.517
18	73	0.5384
18	87	0.5926
18	109	0.5108
18	132	0.5646
18	139	0.5663
18	140	0.5588
18	174	0.5311
18	175	0.5256
18	176	0.5273
18	215	0.5631
18	234	0.5098
19	17	0.7043
19	18	0.7484
19	19	1
19	63	0.5357
19	73	0.547
19	78	0.5107
19	84	0.5066
19	87	0.6017
19	116	0.5117
19	132	0.5696
19	133	0.5615
19	139	0.5666
19	140	0.5617
19	175	0.5251
19	213	0.5062
19	215	0.5637
19	224	0.5088
20	20	1
21	2	0.5081
21	16	0.5126
21	21	1
21	34	0.5111
21	40	0.5052
21	80	0.5127
21	97	0.5095
21	106	0.5313
21	125	0.5152
21	128	0.5093
21	141	0.5142
21	148	0.5104
21	149	0.5113
21	205	0.5084
21	211	0.52
21	221	0.5094
21	234	0.5118
21	235	0.5147
21	236	0.5111
21	245	0.5113
22	22	1
22	37	0.5171
22	38	0.5097
22	39	0.5152
22	41	0.5094
22	52	0.5129
22	59	0.5106
22	74	0.5072
22	79	0.5185
22	84	0.5065
22	97	0.5146
22	113	0.5126
22	114	0.5114
22	126	0.5129
22	129	0.5085
22	137	0.5174
22	143	0.513
22	146	0.51
22	168	0.5106
22	181	0.5107
22	201	0.5096
22	224	0.5102
22	225	0.5105
23	23	1
23	53	0.5267
23	66	0.5336
23	97	0.5123
23	119	0.672
23	150	0.6158
23	151	0.6167
23	153	0.516
23	166	0.5231
23	169	0.52
23	170	0.5167
24	18	0.5614
24	24	1
24	25	0.7146
24	28	0.5734
24	29	0.6044
24	31	0.6069
24	42	0.5972
24	44	0.5732
24	45	0.5791
24	89	0.5847
24	90	0.6066
24	91	0.6042
24	92	0.5773
24	93	0.5723
24	94	0.5877
24	95	0.588
24	96	0.6054
24	117	0.5116
24	173	0.5254
24	183	0.558
24	215	0.5463
25	17	0.5595
25	19	0.5606
25	24	0.7146
25	25	1
25	26	0.5768
25	27	0.5816
25	28	0.5795
25	29	0.6039
25	31	0.6152
25	42	0.6008
25	45	0.579
25	87	0.5847
25	89	0.5885
25	90	0.6168
25	91	0.612
25	92	0.5954
25	93	0.5778
25	94	0.5913
25	95	0.5956
25	96	0.6151
25	112	0.5058
25	183	0.5651
25	188	0.506
25	200	0.5103
26	7	0.5935
26	8	0.5787
26	10	0.5556
26	11	0.5782
26	12	0.5562
26	26	1
26	27	0.7236
26	28	0.736
26	29	0.577
26	40	0.5062
26	42	0.5784
26	43	0.6222
26	44	0.5969
26	77	0.507
26	89	0.6134
26	90	0.5916
26	91	0.5934
26	106	0.5166
26	110	0.51
26	112	0.5072
26	131	0.5085
26	148	0.5081
26	162	0.5155
26	184	0.5154
26	192	0.5087
26	207	0.5069
26	230	0.5058
26	234	0.51
27	7	0.5861
27	8	0.5757
27	11	0.5774
27	12	0.5581
27	25	0.5816
27	26	0.7236
27	27	1
27	28	0.7137
27	43	0.6164
27	44	0.5778
27	89	0.6007
27	95	0.5676
27	132	0.558
27	173	0.5232
27	183	0.5564
27	198	0.531
28	7	0.5898
28	8	0.5663
28	11	0.5676
28	24	0.5734
28	25	0.5795
28	26	0.736
28	27	0.7137
