1	1	1
1	11	0.5544
1	17	0.6606
1	18	0.6606
1	19	0.6606
1	42	0.6606
1	43	0.5544
1	49	0.5544
1	64	0.5544
1	78	0.6606
1	98	0.5544
1	128	0.5544
1	144	0.5544
1	195	0.5544
2	2	1
2	51	0.6606
2	101	0.5544
2	168	0.5544
2	179	0.5154
2	238	0.5154
2	250	0.5544
3	3	1
3	4	0.5544
3	191	0.5544
3	192	0.5544
3	193	0.5154
3	201	0.5544
3	202	0.5544
3	203	0.5544
3	204	0.5544
3	213	0.5544
3	231	0.5544
4	3	0.5544
4	4	1
4	69	0.5154
4	187	0.5154
5	3	0.5544
5	5	1
5	15	0.5544
5	19	0.5544
5	39	0.5544
5	72	0.5154
5	84	0.5544
5	97	0.5544
5	111	0.5544
5	112	0.5544
5	113	0.6606
5	116	0.5544
5	117	0.5544
5	118	0.5544
5	123	0.5544
5	126	0.5544
5	140	0.5544
5	145	0.5154
5	148	0.5544
5	149	0.5544
5	161	0.5544
5	166	0.6606
5	167	0.5544
5	168	0.5544
5	176	0.5544
5	185	0.5544
5	188	0.5544
5	191	0.5544
5	192	0.5544
5	193	0.5154
5	200	0.5544
5	201	0.5544
5	202	0.5544
5	203	0.5544
5	204	0.5544
5	210	0.5544
5	212	0.5154
5	225	0.5544
5	227	0.5544
5	231	0.5544
5	235	0.5154
5	243	0.5544
6	6	1
6	156	0.5544
6	240	0.6606
6	243	0.5544
7	7	1
7	8	0.5544
7	10	0.5544
7	11	0.5544
7	12	0.5544
7	17	0.5544
7	26	0.5544
7	27	0.5544
7	43	0.5544
7	87	0.5544
7	96	0.5544
7	132	0.5544
7	133	0.5154
7	177	0.5154
7	198	0.5544
7	215	0.5544
8	7	0.5544
8	8	1
8	87	0.5544
8	93	0.5544
8	96	0.5544
8	132	0.5544
8	133	0.5154
8	140	0.5544
8	176	0.5544
8	183	0.5544
8	212	0.5154
8	247	0.5544
9	9	1
9	26	0.5544
9	68	0.5544
9	113	0.5544
10	7	0.5544
10	10	1
10	11	0.5544
10	12	0.5544
10	38	0.5544
10	93	0.5544
10	94	0.5544
10	95	0.5544
10	176	0.5544
10	215	0.5544
11	1	0.5544
11	7	0.5544
11	10	0.5544
11	11	1
11	12	0.5544
11	49	0.5544
11	64	0.5544
11	215	0.5544
12	7	0.5544
12	10	0.5544
12	11	0.5544
12	12	1
12	215	0.5544
13	13	1
14	14	1
14	40	0.5544
14	42	0.5544
