1	1	1
1	72	0.7838
1	85	0.65
1	103	0.6267
2	2	1
2	4	0.6355
2	48	0.6856
2	50	0.6646
2	51	0.6355
2	54	0.6792
2	66	0.6287
2	82	0.8136
2	83	0.8136
2	127	0.6569
2	180	0.6657
2	184	0.6435
2	211	0.7546
2	221	0.6733
2	238	0.6355
3	3	1
3	15	0.6073
3	213	0.7096
4	4	1
4	51	0.6903
4	238	0.6903
5	5	1
6	6	1
6	148	0.5688
6	149	0.5688
6	243	0.6848
7	7	1
7	8	0.8252
7	10	0.7236
7	11	0.8034
7	12	0.8034
7	93	0.7012
7	148	0.6151
7	149	0.6145
8	7	0.8252
8	8	1
8	10	0.7223
8	11	0.8034
8	12	0.8034
8	93	0.7012
9	9	1
9	243	0.6669
10	7	0.7236
10	8	0.7223
10	10	1
10	11	0.7236
10	12	0.7236
11	7	0.8034
11	8	0.8034
11	10	0.7236
11	11	1
11	12	0.8034
12	7	0.8034
12	8	0.8034
12	9	0.5953
12	10	0.7236
12	11	0.8034
12	12	1
12	67	0.6834
12	243	0.7044
12	248	0.6834
13	13	1
13	77	0.6815
14	13	0.6824
14	14	1
14	74	0.8061
14	75	0.8061
14	76	0.7126
14	77	0.6981
15	15	1
16	16	1
17	17	1
17	18	0.7365
17	19	0.6918
18	17	0.7365
18	18	1
18	19	0.7379
18	71	0.5756
19	17	0.6918
19	18	0.7379
19	19	1
19	215	0.6444
20	20	1
20	65	0.6072
21	21	1
22	22	1
23	23	1
23	53	0.7028
23	119	0.6239
23	150	0.6648
23	151	0.6386
24	24	1
24	25	0.7333
25	24	0.7333
25	25	1
25	28	0.6912
26	24	0.698
26	25	0.6912
26	26	1
26	27	0.6938
26	28	0.7418
26	31	0.6908
27	27	1
27	28	0.7006
28	25	0.6912
28	26	0.7418
28	27	0.7006
28	28	1
28	31	0.6908
29	24	0.7002
29	25	0.7002
29	26	0.7002
29	27	0.7002
29	28	0.7002
29	29	1
29	31	0.7438
29	73	0.5947
29	89	0.673
29	139	0.5947
29	173	0.5947
29	174	0.5947
29	183	0.6336
30	30	1
30	33	0.6767
30	177	0.6701
30	178	0.6701
30	228	0.6132
31	23	0.626
31	29	0.7438
31	31	1
32	32	1
32	33	0.6857
32	59	0.6102
32	84	0.6557
32	178	0.6692
33	30	0.6767
33	32	0.6857
33	33	1
34	16	0.6137
34	17	0.6223
34	34	1
34	42	0.6503
34	52	0.6733
34	55	0.6876
34	71	0.6108
34	180	0.657
35	35	1
35	69	0.6391
35	142	0.7628
35	156	0.6098
35	224	0.6842
36	36	1
36	43	0.7105
36	44	0.7105
36	46	0.749
36	47	0.7695
36	58	0.6723
36	98	0.7168
36	129	0.6958
36	130	0.6958
36	131	0.6958
36	136	0.6498
36	144	0.6249
36	164	0.6643
36	165	0.6643
36	212	0.643
36	223	0.5901
36	237	0.675
37	35	0.6531
37	37	1
37	39	0.6814
37	59	0.6066
37	69	0.6517
37	84	0.702
37	137	0.6538
37	166	0.6096
37	179	0.6098
37	197	0.743
37	227	0.5959
37	229	0.5959
37	241	0.6517
37	244	0.6076
38	38	1
38	79	0.5592
39	37	0.6814
39	39	1
39	137	0.6007
40	40	1
40	227	0.5891
40	229	0.5706
41	16	0.622
41	20	0.6366
41	35	0.6575
41	38	0.6073
41	41	1
41	52	0.6446
41	78	0.6581
41	145	0.6736
41	146	0.6125
41	154	0.5975
41	163	0.6601
41	179	0.7044
41	184	0.6743
41	197	0.6494
42	42	1
43	3	0.6915
43	14	0.7002
43	26	0.7084
43	42	0.6512
43	43	1
43	44	0.7881
43	45	0.7716
43	60	0.6483
43	75	0.6822
43	93	0.7012
43	96	0.6991
43	132	0.6469
43	142	0.7352
43	211	0.6575
43	215	0.6891
44	17	0.6215
44	18	0.6478
44	22	0.6201
44	42	0.6474
44	43	0.7881
44	44	1
44	45	0.7716
44	96	0.6991
44	132	0.6529
44	142	0.7352
44	215	0.6534
45	18	0.6478
45	43	0.7716
45	44	0.7716
45	45	1
45	47	0.6924
45	93	0.7012
46	34	0.6633
46	36	0.749
46	46	1
46	47	0.75
46	49	0.6488
46	50	0.6923
46	70	0.6575
46	120	0.7113
46	123	0.6315
46	162	0.6631
46	172	0.6218
46	194	0.6779
46	199	0.6757
46	212	0.6574
46	216	0.668
46	237	0.6951
46	239	0.5822
47	36	0.7695
47	46	0.75
47	47	1
47	139	0.6218
47	140	0.6566
47	144	0.645
47	215	0.6816
48	48	1
48	54	0.6787
48	104	0.6527
48	182	0.665
49	49	1
49	136	0.641
49	144	0.6314
49	169	0.6144
49	239	0.5929
50	50	1
50	120	0.6695
50	141	0.6007
50	172	0.6218
50	180	0.6354
50	216	0.668
51	4	0.6903
51	51	1
51	127	0.5845
51	238	0.6903
52	16	0.6341
52	34	0.6733
52	52	1
52	85	0.641
52	98	0.649
52	181	0.5857
53	23	0.7028
53	49	0.6427
53	53	1
53	65	0.6317
53	80	0.633
53	86	0.6038
53	105	0.6701
53	119	0.6649
53	150	0.672
53	151	0.6597
53	152	0.6786
53	221	0.6598
54	48	0.6787
54	54	1
54	175	0.6198
54	182	0.693
55	22	0.6408
55	34	0.6876
55	42	0.6385
55	55	1
55	71	0.5951
55	120	0.6658
55	129	0.6762
55	130	0.6762
55	131	0.6762
55	141	0.6213
55	143	0.6806
55	157	0.6806
55	158	0.7055
55	171	0.6741
55	214	0.6608
55	222	0.662
56	56	1
56	57	0.703
56	58	0.703
56	105	0.6765
57	56	0.703
57	57	1
57	58	0.703
58	56	0.703
58	57	0.703
58	58	1
58	80	0.6199
58	196	0.5805
58	241	0.6308
59	59	1
59	161	0.6631
60	60	1
60	88	0.6463
60	106	0.6643
60	185	0.6901
60	222	0.6454
61	61	1
61	138	0.6441
62	62	1
62	103	0.6311
63	63	1
64	20	0.5878
64	64	1
64	156	0.6469
64	161	0.6834
64	177	0.6686
64	178	0.6911
65	20	0.6072
65	65	1
65	86	0.5863
65	147	0.5978
65	153	0.6252
65	169	0.6082
66	66	1
66	121	0.6254
66	170	0.6025
66	179	0.6253
66	220	0.6085
67	67	1
67	68	0.7685
67	74	0.6776
67	248	0.7829
68	5	0.6291
68	13	0.6744
68	67	0.7685
68	68	1
68	167	0.6594
68	248	0.6689
69	62	0.6094
69	69	1
69	84	0.6618
69	241	0.632
70	70	1
70	162	0.6562
71	71	1
71	228	0.5966
72	1	0.7838
72	72	1
72	85	0.6494
72	103	0.6392
72	181	0.5782
72	197	0.6494
72	244	0.6494
73	73	1
74	14	0.8061
74	74	1
74	75	0.823
74	76	0.7824
75	14	0.8061
75	74	0.823
75	75	1
75	76	0.7824
75	77	0.6739
76	13	0.6815
76	14	0.7126
76	74	0.7824
76	75	0.7824
76	76	1
76	77	0.6981
77	13	0.6815
77	76	0.6981
77	77	1
78	78	1
79	79	1
80	80	1
80	127	0.5756
81	81	1
82	2	0.8136
82	21	0.6267
82	82	1
82	83	0.8426
82	106	0.6185
82	220	0.608
82	245	0.7891
83	2	0.8136
83	21	0.6272
83	40	0.614
83	82	0.8426
83	83	1
83	106	0.619
83	245	0.7891
84	32	0.6557
84	37	0.702
84	69	0.6618
84	84	1
85	1	0.65
85	38	0.6076
85	61	0.619
85	72	0.6494
85	85	1
85	197	0.684
86	86	1
87	87	1
87	95	0.7208
87	139	0.5956
87	183	0.6559
88	60	0.6463
88	88	1
88	180	0.6607
88	184	0.6446
88	222	0.7109
89	89	1
90	90	1
90	91	0.7078
90	92	0.6865
90	96	0.7078
91	90	0.7078
91	91	1
91	92	0.6865
91	96	0.7078
92	90	0.6865
92	91	0.6865
92	92	1
92	94	0.6665
93	31	0.678
93	90	0.6942
93	91	0.6942
93	93	1
93	249	0.6226
94	94	1
95	87	0.7208
95	95	1
95	183	0.6559
96	90	0.7078
96	91	0.7078
96	92	0.6865
96	96	1
96	132	0.6469
97	97	1
97	105	0.6428
98	36	0.7168
98	52	0.649
98	98	1
98	225	0.6025
99	97	0.6625
99	99	1
99	100	0.7294
99	101	0.7141
99	125	0.7033
99	195	0.6713
99	218	0.7411
100	46	0.7011
100	49	0.6434
100	99	0.7294
100	100	1
100	101	0.7325
100	124	0.6831
100	125	0.6789
100	141	0.6213
100	152	0.689
100	160	0.7013
100	199	0.6757
100	218	0.7411
101	49	0.6535
101	53	0.6814
101	97	0.6752
101	99	0.7141
101	100	0.7325
101	101	1
101	105	0.6448
101	125	0.672
101	141	0.6213
101	150	0.6842
101	151	0.6664
101	160	0.6648
101	194	0.7257
101	195	0.6743
101	199	0.7024
101	218	0.7158
102	81	0.5963
102	102	1
102	207	0.7519
103	62	0.6311
103	103	1
103	244	0.6174
104	104	1
104	134	0.5429
104	154	0.6215
104	196	0.6173
105	56	0.6765
105	105	1
105	170	0.592
105	249	0.624
106	60	0.6643
106	106	1
107	107	1
107	213	0.7028
107	242	0.6077
108	108	1
109	109	1
110	110	1
111	3	0.7214
111	111	1
111	112	0.7603
111	117	0.7742
112	111	0.7603
112	112	1
112	117	0.7603
113	5	0.6221
113	102	0.6372
113	113	1
113	114	0.741
113	115	0.741
114	113	0.741
114	114	1
114	115	0.7688
115	113	0.741
115	114	0.7688
115	115	1
116	116	1
117	111	0.7742
117	112	0.7603
117	117	1
117	200	0.5729
118	118	1
119	119	1
120	46	0.7113
120	50	0.6695
120	120	1
120	123	0.6315
120	143	0.676
120	172	0.6495
120	214	0.6608
120	216	0.6563
121	51	0.6215
121	66	0.6254
121	86	0.6086
121	121	1
121	219	0.6457
122	122	1
122	126	0.7136
122	192	0.7748
122	193	0.6874
123	123	1
124	124	1
124	138	0.6239
124	152	0.6861
124	156	0.6489
124	159	0.6796
124	163	0.7115
125	99	0.7033
125	125	1
125	160	0.6529
125	218	0.7159
126	122	0.7136
126	126	1
126	192	0.7748
126	193	0.6874
127	127	1
128	128	1
129	129	1
129	130	0.7229
129	131	0.7229
130	129	0.7229
130	130	1
130	131	0.7229
131	22	0.6358
131	129	0.7229
131	130	0.7229
131	131	1
132	132	1
132	133	0.7325
133	132	0.7325
133	133	1
134	134	1
135	3	0.6658
135	9	0.6335
135	15	0.6073
135	61	0.5901
135	103	0.6366
135	135	1
135	155	0.614
135	200	0.6103
135	213	0.64
135	242	0.6258
136	136	1
136	223	0.5901
137	37	0.6538
137	39	0.6007
137	137	1
138	61	0.6441
138	138	1
139	139	1
139	140	0.6767
140	139	0.6767
140	140	1
141	141	1
142	1	0.6324
142	16	0.6527
142	20	0.5948
142	30	0.6589
142	32	0.6589
142	33	0.6589
142	35	0.7628
142	38	0.6041
142	39	0.6342
142	43	0.7352
142	44	0.7352
142	52	0.646
142	59	0.612
142	92	0.6771
142	94	0.6771
142	137	0.6066
142	142	1
142	145	0.6675
142	146	0.5825
142	161	0.6446
142	165	0.703
142	177	0.6589
142	223	0.5711
142	224	0.737
143	55	0.6806
143	120	0.676
143	143	1
143	157	0.6806
143	158	0.6806
143	171	0.6741
143	172	0.6495
143	216	0.6308
143	249	0.6262
144	144	1
145	41	0.6736
145	145	1
145	146	0.6688
145	147	0.7574
146	145	0.6688
146	146	1
146	147	0.7923
147	145	0.7574
147	146	0.7923
147	147	1
148	6	0.5688
148	148	1
148	149	0.667
149	6	0.5688
149	148	0.667
149	149	1
150	23	0.6648
150	53	0.672
150	119	0.6239
150	150	1
150	151	0.737
151	23	0.6386
151	119	0.6239
151	150	0.737
151	151	1
152	9	0.597
152	22	0.6057
152	53	0.6786
152	80	0.6325
152	124	0.6861
152	138	0.6339
152	152	1
152	153	0.6096
152	155	0.6139
152	163	0.6356
152	181	0.5911
152	196	0.5875
152	243	0.6776
153	65	0.6252
153	153	1
153	169	0.6082
154	104	0.6215
154	154	1
155	155	1
155	210	0.6225
155	242	0.614
156	64	0.6469
156	156	1
156	159	0.6
157	55	0.6806
157	143	0.6806
157	157	1
157	158	0.6806
157	171	0.6741
158	55	0.7055
158	123	0.6573
158	143	0.6806
158	157	0.6806
158	158	1
158	171	0.6741
159	159	1
160	100	0.7013
160	160	1
161	59	0.6631
161	62	0.6328
161	64	0.6834
161	81	0.6032
161	161	1
161	225	0.6544
161	240	0.6162
162	70	0.6562
162	162	1
163	41	0.6601
163	124	0.7115
163	134	0.5749
163	156	0.6311
163	159	0.6143
163	163	1
163	181	0.5869
164	134	0.5958
164	164	1
164	165	0.6768
164	182	0.6456
164	217	0.6556
164	226	0.6714
165	104	0.619
165	134	0.5958
165	164	0.6768
165	165	1
165	217	0.623
165	226	0.693
166	166	1
166	170	0.5839
166	179	0.6103
167	15	0.6472
167	167	1
168	21	0.6129
168	106	0.6185
168	168	1
169	65	0.6082
169	153	0.6082
169	169	1
169	220	0.612
170	166	0.5839
170	170	1
171	157	0.6741
171	158	0.6741
171	171	1
172	172	1
173	173	1
173	174	0.6852
173	175	0.6852
174	173	0.6852
174	174	1
